,Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Cancelled,Time on Program,EnrollmentDay
6110,804137,Elma,Rohe,Elma Rohe,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Female,High School or Below,Suburban,12964.0,Single,Nova,2016-03-16,,4770.55,Standard,N,2115 days,Wednesday
6111,743879,Herta,Newport,Herta Newport,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,High School or Below,Suburban,28666.0,Divorced,Nova,2019-07-12,,4770.74,Standard,N,902 days,Friday
6112,403282,Hildegard,Spiliakos,Hildegard Spiliakos,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Male,High School or Below,Urban,15323.0,Married,Nova,2020-09-29,,4772.93,Standard,N,457 days,Tuesday
6113,203947,Adela,Boleware,Adela Boleware,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Male,Master,Rural,20993.0,Divorced,Nova,2020-01-26,2020-07-11,4772.94,Standard,Y,167 days,Sunday
6114,360472,Idalia,Anacker,Idalia Anacker,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Female,Master,Urban,20993.0,Divorced,Nova,2015-12-24,,4772.94,Standard,N,2198 days,Thursday
6115,568798,Malia,Natalello,Malia Natalello,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Male,Master,Suburban,20993.0,Divorced,Nova,2020-10-22,,4772.94,Standard,N,434 days,Thursday
6116,569369,Saran,Sebero,Saran Sebero,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,Male,Master,Suburban,20993.0,Divorced,Nova,2020-06-22,,4772.94,Standard,N,556 days,Monday
6117,858961,Else,Pefferkorn,Else Pefferkorn,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Male,Master,Urban,20993.0,Divorced,Nova,2017-08-05,,4772.94,Standard,N,1608 days,Saturday
6119,318902,Charmain,Oliff,Charmain Oliff,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,College,Suburban,0.0,Single,Nova,2018-05-29,,4774.75,Standard,N,1311 days,Tuesday
6120,591367,Iona,Kinsler,Iona Kinsler,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Female,College,Urban,0.0,Married,Nova,2020-04-16,,4774.75,Standard,N,623 days,Thursday
6121,747993,Tosha,Silvis,Tosha Silvis,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,College,Urban,0.0,Married,Nova,2020-02-28,,4774.75,Standard,N,671 days,Friday
6122,251324,Brigette,Koshy,Brigette Koshy,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Female,College,Rural,0.0,Married,Nova,2015-09-13,,4777.12,Standard,N,2300 days,Sunday
6123,394946,Sebastian,Mannine,Sebastian Mannine,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Female,College,Rural,0.0,Divorced,Nova,2019-11-30,2020-07-30,4778.68,Standard,Y,243 days,Saturday
6124,190529,Lyndon,Greenfelder,Lyndon Greenfelder,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Female,College,Urban,0.0,Single,Nova,2018-02-12,,4784.42,Standard,N,1417 days,Monday
6125,497576,Elinor,Branco,Elinor Branco,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Male,College,Rural,0.0,Divorced,Nova,2021-02-05,,4785.91,2021 Promotion,N,328 days,Friday
6126,331669,Juan,Starcevic,Juan Starcevic,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Female,College,Suburban,0.0,Single,Nova,2020-02-08,2020-10-08,4787.21,Standard,Y,243 days,Saturday
6127,488853,Donella,Catone,Donella Catone,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Male,College,Suburban,0.0,Married,Nova,2016-01-27,,4787.47,Standard,N,2164 days,Wednesday
6128,232755,Dianna,Mcjunkins,Dianna Mcjunkins,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Female,Bachelor,Urban,45225.0,Single,Nova,2021-03-26,,4787.81,2021 Promotion,N,279 days,Friday
6129,350001,Roger,Vojna,Roger Vojna,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Female,College,Urban,0.0,Married,Nova,2018-05-02,,4788.93,Standard,N,1338 days,Wednesday
6130,706970,Murray,Bontrager,Murray Bontrager,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,College,Urban,0.0,Married,Nova,2021-04-10,,4788.93,2021 Promotion,N,264 days,Saturday
6131,408561,Lanette,Twilley,Lanette Twilley,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R6Y 4T5,Male,Doctor,Rural,29111.0,Married,Nova,2019-06-07,,4791.08,Standard,N,937 days,Friday
6132,426124,Karima,Hadef,Karima Hadef,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Female,Doctor,Urban,20181.0,Married,Nova,2020-07-10,,4792.51,Standard,N,538 days,Friday
6134,829476,Elvis,Marron,Elvis Marron,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Female,Master,Rural,20862.0,Divorced,Nova,2021-06-11,,4794.48,Standard,N,202 days,Friday
6135,626762,Delinda,Olives,Delinda Olives,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Male,Bachelor,Urban,82763.0,Single,Nova,2020-10-31,,4794.96,Standard,N,425 days,Saturday
6136,461974,Malisa,Miskinis,Malisa Miskinis,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Female,Bachelor,Rural,33068.0,Married,Nova,2020-11-10,,4795.39,Standard,N,415 days,Tuesday
6137,819718,Roxy,Ukena,Roxy Ukena,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,Bachelor,Rural,77846.0,Married,Nova,2016-02-01,,4798.24,Standard,N,2159 days,Monday
6138,165260,Filiberto,Solana,Filiberto Solana,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Male,College,Urban,0.0,Married,Nova,2018-06-13,,4799.62,Standard,N,1296 days,Wednesday
6139,551828,Bud,Dahmen,Bud Dahmen,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Female,Bachelor,Urban,29809.0,Married,Nova,2016-06-28,,4802.48,Standard,N,2011 days,Tuesday
6140,853641,Nigel,Troise,Nigel Troise,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Male,Bachelor,Suburban,29809.0,Married,Nova,2017-11-22,,4802.48,Standard,N,1499 days,Wednesday
6141,617171,Liza,Bolstad,Liza Bolstad,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Male,College,Rural,0.0,Single,Nova,2017-03-23,,4803.94,Standard,N,1743 days,Thursday
6142,924736,Clemente,Ciarlante,Clemente Ciarlante,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Female,Doctor,Suburban,23604.0,Married,Nova,2021-12-01,,4804.51,Standard,N,29 days,Wednesday
6143,487930,Tesha,Batts,Tesha Batts,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,College,Urban,0.0,Single,Nova,2020-03-29,,4807.0,Standard,N,641 days,Sunday
6144,855050,Lesli,Mcfeeley,Lesli Mcfeeley,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Male,High School or Below,Rural,23554.0,Married,Nova,2020-11-19,,4808.96,Standard,N,406 days,Thursday
6145,664112,Mandy,Machesky,Mandy Machesky,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Bachelor,Suburban,48029.0,Married,Nova,2020-08-31,,4809.22,Standard,N,486 days,Monday
6146,257301,Chrystal,Hollenbeck,Chrystal Hollenbeck,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Male,College,Suburban,0.0,Divorced,Nova,2015-12-29,,4811.18,Standard,N,2193 days,Tuesday
6147,103823,Kurtis,Alumbaugh,Kurtis Alumbaugh,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Female,High School or Below,Suburban,16531.0,Married,Nova,2017-10-14,,4812.53,Standard,N,1538 days,Saturday
6148,305910,Ok,Mcrae,Ok Mcrae,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Female,College,Urban,0.0,Single,Nova,2020-09-29,,4814.35,Standard,N,457 days,Tuesday
6149,800094,Marilyn,Carignan,Marilyn Carignan,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Male,Bachelor,Rural,80355.0,Divorced,Nova,2018-11-01,,4815.53,Standard,N,1155 days,Thursday
6150,498998,Rickie,Brittle,Rickie Brittle,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Male,Bachelor,Suburban,38157.0,Married,Nova,2021-06-04,,4817.99,Standard,N,209 days,Friday
6151,869283,Alycia,Woodhouse,Alycia Woodhouse,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Female,Bachelor,Suburban,38157.0,Married,Nova,2020-08-27,,4817.99,Standard,N,490 days,Thursday
6152,611415,Alton,Coleson,Alton Coleson,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Male,College,Suburban,0.0,Single,Nova,2016-04-16,,4818.64,Standard,N,2084 days,Saturday
6153,763177,Nathanael,Showell,Nathanael Showell,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Male,College,Suburban,0.0,Single,Nova,2016-11-06,,4818.64,Standard,N,1880 days,Sunday
6155,475634,Brady,Laurita,Brady Laurita,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Female,Bachelor,Urban,85756.0,Divorced,Nova,2020-06-05,,4821.16,Standard,N,573 days,Friday
6156,726139,Christena,Demarest,Christena Demarest,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Male,Bachelor,Rural,26583.0,Married,Nova,2016-09-04,,4821.42,Standard,N,1943 days,Sunday
6157,782393,Lauralee,Waldall,Lauralee Waldall,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Female,Bachelor,Suburban,26583.0,Married,Nova,2021-04-26,,4821.42,2021 Promotion,N,248 days,Monday
6158,596153,Hollie,Farless,Hollie Farless,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Female,College,Suburban,0.0,Married,Nova,2017-02-23,,4821.99,Standard,N,1771 days,Thursday
6159,215051,Mayola,Bubb,Mayola Bubb,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Female,Bachelor,Urban,73769.0,Divorced,Nova,2020-11-13,,4822.44,Standard,N,412 days,Friday
6160,579377,Thalia,Defries,Thalia Defries,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Male,Bachelor,Urban,73769.0,Divorced,Nova,2018-10-15,,4822.44,Standard,N,1172 days,Monday
6161,126665,Ralph,Kostiuk,Ralph Kostiuk,Canada,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,Female,College,Urban,0.0,Single,Nova,2019-05-01,,4825.26,Standard,N,974 days,Wednesday
6162,711490,Marybeth,Goen,Marybeth Goen,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Female,College,Rural,0.0,Single,Nova,2020-07-04,,4825.26,Standard,N,544 days,Saturday
6163,166955,Sidney,Galinski,Sidney Galinski,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Female,High School or Below,Urban,18779.0,Married,Nova,2019-11-19,,4826.83,Standard,N,772 days,Tuesday
6164,405602,Libbie,Bilka,Libbie Bilka,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Male,High School or Below,Rural,23228.0,Married,Nova,2021-03-07,,4831.42,2021 Promotion,N,298 days,Sunday
6165,112709,Mervin,Zagar,Mervin Zagar,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,Doctor,Suburban,11698.0,Married,Nova,2019-09-19,,4834.4,Standard,N,833 days,Thursday
6166,163645,Josephine,Escalera,Josephine Escalera,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Female,Bachelor,Rural,38713.0,Divorced,Nova,2017-05-22,,4834.71,Standard,N,1683 days,Monday
6168,752885,Curt,Banaszak,Curt Banaszak,Canada,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Male,Bachelor,Suburban,38713.0,Divorced,Nova,2015-04-03,,4834.71,Standard,N,2463 days,Friday
6169,853232,Brandon,Carroca,Brandon Carroca,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Male,Bachelor,Rural,38713.0,Divorced,Nova,2019-09-19,2020-05-19,4834.71,Standard,Y,243 days,Thursday
6170,975692,Cristine,Walser,Cristine Walser,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Male,Bachelor,Rural,32017.0,Married,Nova,2021-12-19,,4834.8,Standard,N,11 days,Sunday
6171,262177,Marchelle,Rog,Marchelle Rog,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Male,Bachelor,Suburban,36655.0,Married,Nova,2020-05-10,,4835.78,Standard,N,599 days,Sunday
6172,273391,Lura,Corelli,Lura Corelli,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Male,Doctor,Rural,16450.0,Married,Nova,2020-01-26,,4836.22,Standard,N,704 days,Sunday
6173,966688,Reda,Seltzen,Reda Seltzen,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,College,Rural,0.0,Divorced,Nova,2018-11-20,2019-12-02,4836.39,Standard,Y,377 days,Tuesday
6174,306869,Del,Boese,Del Boese,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Male,College,Rural,0.0,Single,Nova,2018-05-25,,4836.75,Standard,N,1315 days,Friday
6175,904370,Mariela,Breman,Mariela Breman,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Male,Bachelor,Urban,39310.0,Married,Nova,2021-07-27,,4836.89,Standard,N,156 days,Tuesday
6176,511981,Patria,Lenahan,Patria Lenahan,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Bachelor,Urban,23449.0,Married,Nova,2017-02-12,2020-04-10,4841.06,Standard,Y,1153 days,Sunday
6177,762044,Ivette,Hilvers,Ivette Hilvers,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Male,Bachelor,Suburban,35127.0,Married,Nova,2019-01-16,,4842.28,Standard,N,1079 days,Wednesday
6178,255032,Sanda,Lupiani,Sanda Lupiani,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Male,College,Suburban,0.0,Married,Nova,2019-10-30,2020-08-19,4845.0,Standard,Y,294 days,Wednesday
6179,419661,Tamiko,Kellman,Tamiko Kellman,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Female,College,Urban,0.0,Single,Nova,2021-08-07,,4846.32,Standard,N,145 days,Saturday
6180,319193,Ralph,Imig,Ralph Imig,Canada,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Female,Bachelor,Rural,36413.0,Married,Nova,2019-10-21,2020-06-21,4849.7,Standard,Y,244 days,Monday
6181,713580,Maurita,Sprecher,Maurita Sprecher,Canada,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Male,College,Urban,0.0,Single,Nova,2020-07-31,,4853.53,Standard,N,517 days,Friday
6182,542182,Min,Cuoco,Min Cuoco,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Male,Bachelor,Suburban,44279.0,Married,Nova,2019-02-20,,4854.36,Standard,N,1044 days,Wednesday
6183,108346,Dorthy,Hinote,Dorthy Hinote,Canada,Alberta,Banff,51.178398,-115.5708,T4V 1D4,Female,Bachelor,Urban,29834.0,Single,Nova,2020-12-26,2021-08-26,4854.75,Standard,Y,243 days,Saturday
6184,666608,Celina,Mcraney,Celina Mcraney,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,Bachelor,Urban,21685.0,Single,Nova,2020-02-12,,4858.12,Standard,N,687 days,Wednesday
6185,324013,Brigid,Babine,Brigid Babine,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Male,Bachelor,Suburban,26480.0,Divorced,Nova,2020-07-06,2020-10-20,4858.43,Standard,Y,106 days,Monday
6186,374736,Nelle,Cancino,Nelle Cancino,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Suburban,36305.0,Married,Nova,2016-11-05,,4861.37,Standard,N,1881 days,Saturday
6187,883660,Antone,Schute,Antone Schute,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,College,Urban,0.0,Single,Nova,2019-01-07,,4863.27,Standard,N,1088 days,Monday
6188,257369,Edward,Albares,Edward Albares,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Bachelor,Urban,52728.0,Divorced,Nova,2019-10-15,2020-06-15,4863.47,Standard,Y,244 days,Tuesday
6189,656858,Hallie,Devincentis,Hallie Devincentis,Canada,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Male,Bachelor,Urban,52728.0,Divorced,Nova,2021-05-22,,4863.47,Standard,N,222 days,Saturday
6190,401060,Korey,Yard,Korey Yard,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Male,Doctor,Urban,20123.0,Married,Nova,2018-08-23,,4867.38,2021 Promotion,N,1225 days,Thursday
6191,967347,Kristle,Romeo,Kristle Romeo,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Male,Bachelor,Rural,31447.0,Married,Nova,2020-12-10,,4868.81,Standard,N,385 days,Thursday
6192,979010,Leisha,Duford,Leisha Duford,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Male,Bachelor,Suburban,31447.0,Married,Nova,2016-03-05,,4868.81,Standard,N,2126 days,Saturday
6193,747816,Cristie,Nocon,Cristie Nocon,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Female,Bachelor,Urban,69247.0,Married,Nova,2016-12-04,2019-09-03,4872.77,Standard,Y,1003 days,Sunday
6194,407238,Junko,Agne,Junko Agne,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Male,College,Urban,0.0,Single,Nova,2017-04-29,,4874.07,Standard,N,1706 days,Saturday
6195,705490,Zelma,Sindt,Zelma Sindt,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Female,College,Rural,0.0,Single,Nova,2021-05-23,,4874.07,Standard,N,221 days,Sunday
6196,568667,Chastity,Burrs,Chastity Burrs,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Male,Bachelor,Suburban,92783.0,Married,Nova,2015-12-30,,4874.22,Standard,N,2192 days,Wednesday
6197,119519,Kandy,Gilbreath,Kandy Gilbreath,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Female,Bachelor,Suburban,67467.0,Married,Nova,2016-07-13,,4874.67,Standard,N,1996 days,Wednesday
6198,587196,Isabel,Znidarsic,Isabel Znidarsic,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Male,Bachelor,Suburban,67467.0,Married,Nova,2021-05-28,,4874.67,Standard,N,216 days,Friday
6199,539674,Letha,Naftali,Letha Naftali,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Female,Bachelor,Rural,22236.0,Single,Nova,2015-11-11,,4876.32,Standard,N,2241 days,Wednesday
6200,602649,Teofila,Bergland,Teofila Bergland,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,Female,Doctor,Suburban,20178.0,Divorced,Nova,2016-09-06,2020-07-11,4877.95,Standard,Y,1404 days,Tuesday
6202,570637,Liz,Woldridge,Liz Woldridge,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Female,College,Suburban,0.0,Single,Nova,2016-04-16,,4879.71,Standard,N,2084 days,Saturday
6203,269154,Rachael,Rabey,Rachael Rabey,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,Bachelor,Rural,97984.0,Married,Nova,2018-07-08,,4880.34,Standard,N,1271 days,Sunday
6204,539742,Zachary,Roskopf,Zachary Roskopf,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,Female,Bachelor,Suburban,97984.0,Married,Nova,2018-07-19,,4880.34,Standard,N,1260 days,Thursday
6205,585976,Hermelinda,Prondzinski,Hermelinda Prondzinski,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Female,Bachelor,Rural,37998.0,Married,Nova,2021-07-25,,4881.3,Standard,N,158 days,Sunday
6206,666417,Sunday,Barsness,Sunday Barsness,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Male,Bachelor,Suburban,90892.0,Married,Nova,2018-08-07,,4881.39,Standard,N,1241 days,Tuesday
6207,212604,Benjamin,Quillan,Benjamin Quillan,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Female,College,Rural,0.0,Divorced,Nova,2019-08-27,,4882.07,Standard,N,856 days,Tuesday
6208,715645,Garth,Dad,Garth Dad,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Female,College,Suburban,0.0,Divorced,Nova,2017-10-20,,4882.07,Standard,N,1532 days,Friday
6209,133956,Thaddeus,Erxleben,Thaddeus Erxleben,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Female,High School or Below,Rural,19715.0,Married,Nova,2021-04-18,,4882.29,2021 Promotion,N,256 days,Sunday
6210,458984,Hector,Schultze,Hector Schultze,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Female,Bachelor,Urban,21236.0,Married,Nova,2020-03-18,,4882.29,Standard,N,652 days,Wednesday
6211,803150,Lelia,Piedmont,Lelia Piedmont,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Male,High School or Below,Rural,19715.0,Married,Nova,2015-09-03,,4882.29,Standard,N,2310 days,Thursday
6212,669978,Howard,Naiman,Howard Naiman,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Urban,80604.0,Married,Nova,2015-10-23,,4882.49,Standard,N,2260 days,Friday
6213,741428,Krishna,Hessey,Krishna Hessey,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Male,Bachelor,Rural,40171.0,Married,Nova,2020-06-04,,4883.34,Standard,N,574 days,Thursday
6214,942926,Maragaret,Lawes,Maragaret Lawes,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Male,Bachelor,Rural,58682.0,Married,Nova,2018-10-30,2021-12-22,4883.81,Standard,Y,1149 days,Tuesday
6215,132320,Danae,Mccamey,Danae Mccamey,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Rural,66707.0,Married,Nova,2020-08-05,,4887.34,Standard,N,512 days,Wednesday
6216,930887,Jimmie,Layson,Jimmie Layson,Canada,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Female,Bachelor,Rural,66707.0,Married,Nova,2021-12-29,,4887.34,Standard,N,1 days,Wednesday
6217,545541,Nakisha,Fenech,Nakisha Fenech,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Male,Bachelor,Suburban,70742.0,Married,Nova,2016-01-16,,4887.79,Standard,N,2175 days,Saturday
6218,397104,Lenna,Feilds,Lenna Feilds,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,Male,Bachelor,Rural,42536.0,Divorced,Nova,2015-06-17,,4889.25,Standard,N,2388 days,Wednesday
6219,913949,Ricky,Clines,Ricky Clines,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Male,Bachelor,Urban,42536.0,Divorced,Nova,2016-03-21,,4889.25,Standard,N,2110 days,Monday
6220,144879,Emory,Sequin,Emory Sequin,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Female,Bachelor,Urban,51246.0,Married,Nova,2020-04-19,,4889.61,Standard,N,620 days,Sunday
6221,113694,Candance,Magaziner,Candance Magaziner,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Female,College,Urban,0.0,Divorced,Nova,2017-09-26,,4890.11,Standard,N,1556 days,Tuesday
6222,895725,Jacinta,Kamler,Jacinta Kamler,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,High School or Below,Urban,26660.0,Married,Nova,2015-07-17,,4892.42,Standard,N,2358 days,Friday
6223,443970,Jacqulyn,Shufflebarger,Jacqulyn Shufflebarger,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Bachelor,Urban,43199.0,Married,Nova,2021-07-08,2019-03-08,4892.62,Standard,Y,-853 days,Thursday
6224,100642,Charise,Breckenridge,Charise Breckenridge,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Female,Bachelor,Rural,27005.0,Married,Nova,2015-05-21,,4892.63,Standard,N,2415 days,Thursday
6225,646262,Norma,Bivona,Norma Bivona,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Male,Doctor,Rural,25572.0,Married,Nova,2017-08-16,2018-04-16,4893.98,Standard,Y,243 days,Wednesday
6226,257509,Demarcus,Varnum,Demarcus Varnum,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,Bachelor,Urban,67436.0,Married,Nova,2018-10-01,2019-06-01,4894.99,Standard,Y,243 days,Monday
6227,342007,Ok,Fernades,Ok Fernades,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,Bachelor,Urban,30503.0,Married,Nova,2021-04-27,,4897.98,2021 Promotion,N,247 days,Tuesday
6228,643362,Rozella,Barends,Rozella Barends,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Female,Bachelor,Urban,30503.0,Married,Nova,2016-12-03,2020-11-14,4897.98,Standard,Y,1442 days,Saturday
6229,936547,Emmy,Waithe,Emmy Waithe,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,Bachelor,Suburban,33938.0,Single,Nova,2017-02-15,,4898.67,Standard,N,1779 days,Wednesday
